platform,nama_pengguna,tanggal_komentar,komentar,rating,teks_cleaning,teks_casefolding,teks_normalisasi,teks_stemming,sentimen,skor_keyakinan,sentimen_rating,sentimen_prediksi,keyakinan_prediksi
TikTok,cove_id,2025-04-29 00:49:45+00:00,DM untuk infonya ya ka 💜,,DM untuk infonya ya ka,dm untuk infonya ya ka,dm untuk informasi ya kak,informasi,netral,0.9997,,netral,0.9989
TikTok,wellyd.18,2025-04-29 09:33:58+00:00,harga brp kak?,,harga brp kak,harga brp kak,harga berapa kak,harga berapa,netral,0.7451,,netral,0.9976
TikTok,dumbchickiess,2025-04-29 12:20:28+00:00,semoga pas skripsian masih avail🥺,,semoga pas skripsian masih avail,semoga pas skripsian masih avail,semoga pas skripsian masih avail,moga pas skripsi avail,netral,0.9995,,netral,0.9983
TikTok,pandeee........naattz20_,2025-04-29 16:27:52+00:00,Masih ada gk sih,,Masih ada gk sih,masih ada gk sih,masih ada tidak,tidak,negatif,0.9981,,negatif,0.9984
TikTok,ikhsanalkahfi,2025-04-30 05:20:49+00:00,Ada yg kosong ga min?,,Ada yg kosong ga min,ada yg kosong ga min,ada yang kosong tidak pengelola,kosong tidak kelola,negatif,0.9987,,negatif,0.9983
TikTok,gethasebayang,2025-04-30 07:45:28+00:00,perbulan brapose,,perbulan brapose,perbulan brapose,perbulan brapose,bulan brapose,netral,0.9997,,netral,0.9988
TikTok,uhhhhhhhms,2025-04-30 08:48:21+00:00,Kakk ini masi ada ga ya kak,,Kakk ini masi ada ga ya kak,kakk ini masi ada ga ya kak,kak ini masih ada tidak ya kak,tidak,negatif,0.9563,,negatif,0.99
TikTok,glndd,2025-05-01 02:24:19+00:00,Info kos surabaya plis!!,,Info kos surabaya plis,info kos surabaya plis,informasi kos surabaya tolong,informasi surabaya,netral,0.9994,,netral,0.9988
TikTok,violytaandchelsea,2025-05-01 05:08:11+00:00,cove aku Masih menunggu gebrakanmu utk buat pet friendly kosan di Bali yaaa. jgn jkt aja yg udh ada pet friendly ya 😭❤️,,cove aku Masih menunggu gebrakanmu utk buat pet friendly kosan di Bali yaa jgn jkt aja yg udh ada pet friendly ya,cove aku masih menunggu gebrakanmu utk buat pet friendly kosan di bali yaa jgn jkt aja yg udh ada pet friendly ya,cove saya masih menunggu gebrakanmu untuk untuk pet friendly kos di bali ya jangan jakarta saja yang sudah ada pet friendly ya,tunggu gebrak pet friendly bal jangan jakarta pet friendly,negatif,0.8501,,negatif,0.9983
TikTok,cove_id,2025-05-01 05:19:26+00:00,Wahhh soon ya ka✨,,Wahh soon ya ka,wahh soon ya ka,wah soon ya kak,soon,positif,0.999,,positif,0.9976
TikTok,cove_id,2025-05-01 05:19:34+00:00,DM untuk infonya ya ka,,DM untuk infonya ya ka,dm untuk infonya ya ka,dm untuk informasi ya kak,informasi,netral,0.9997,,netral,0.9989
TikTok,bun.bunny0_0,2025-05-03 05:50:51+00:00,info kost deket tunjungan,,info kost deket tunjungan,info kost deket tunjungan,informasi kos dekat tunjungan,informasi dekat tunjung,netral,0.9924,,netral,0.9903
TikTok,pieceofmey,2025-05-06 10:41:40+00:00,"hi, bisa bawa kucing 1 kah?",,hi bisa bawa kucing kah,hi bisa bawa kucing kah,hi bisa bawa kucing kah,bawa kucing,netral,0.9982,,netral,0.999
TikTok,gypsophila.23,2025-05-06 21:29:39+00:00,Ada yg di barat gak? Lg need urgent juli sih,,Ada yg di barat gak Lg need urgent juli sih,ada yg di barat gak lg need urgent juli sih,ada yang di barat tidak lagi need urgent juli,barat tidak need urgent juli,negatif,0.9993,,negatif,0.5761
TikTok,mabe_742,2025-05-08 01:17:35+00:00,bebas ga kak,,bebas ga kak,bebas ga kak,bebas tidak kak,bebas tidak,negatif,0.9997,,negatif,0.9989
TikTok,mas.jawa6287,2025-05-10 15:25:22+00:00,berpa perbulan,,berpa perbulan,berpa perbulan,berpa perbulan,berpa bulan,netral,0.9995,,netral,0.9987
TikTok,firzaofficial025,2025-05-12 01:31:27+00:00,Apaaa jl.Tunjungan ke GM jauh woee kamu ke kampus pake pesawat ka 😭,,Apaa jl Tunjungan ke GM jauh woee kamu ke kampus pake pesawat ka,apaa jl tunjungan ke gm jauh woee kamu ke kampus pake pesawat ka,apa jl tunjungan ke gm jauh woee kamu ke kampus pakai pesawat kak,apa tunjung jauh woee kamu kampus pakai pesawat,negatif,0.6835,,negatif,0.974
TikTok,gekgek.siaw,2025-05-13 00:24:37+00:00,daerah mana kak?,,daerah mana kak,daerah mana kak,daerah mana kak,daerah mana,netral,0.9057,,netral,0.8589
TikTok,abira768,2025-05-16 13:56:36+00:00,bawa anak 1 bs ga kak,,bawa anak bs ga kak,bawa anak bs ga kak,bawa anak bisa tidak kak,bawa anak tidak,negatif,0.9917,,negatif,0.9977
TikTok,ig.rindyaa.ni,2025-05-18 02:48:13+00:00,Masih ada yang kosong gaa kak,,Masih ada yang kosong gaa kak,masih ada yang kosong gaa kak,masih ada yang kosong tidak kak,kosong tidak,negatif,0.9991,,negatif,0.9985
TikTok,lelyyirbani,2025-05-18 14:17:20+00:00,kalo sewa 7 hari bisa ga,,kalo sewa hari bisa ga,kalo sewa hari bisa ga,kalau sewa hari bisa tidak,kalau sewa hari tidak,netral,0.9851,,netral,0.9976
TikTok,cove_id,2025-05-18 16:18:45+00:00,"Bisa Covey, DM yah✨",,Bisa Covey DM yah,bisa covey dm yah,bisa covey dm ya,covey,netral,0.9997,,netral,0.9991
TikTok,whale.52_hz,2025-05-18 17:33:25+00:00,Bisa bw kucing ?,,Bisa bw kucing,bisa bw kucing,bisa bawa kucing,bawa kucing,netral,0.9988,,netral,0.9988
TikTok,rnurkatika,2025-05-22 11:39:54+00:00,ini berapa kali berapa sii kalo boleh tau,,ini berapa kali berapa sii kalo boleh tau,ini berapa kali berapa sii kalo boleh tau,ini berapa kali berapa kalau boleh tau,berapa kali berapa kalau tau,negatif,0.5138,,netral,0.9628
TikTok,v33lon,2025-05-24 04:04:58+00:00,"ga riset dlu kah nih conten creator nya wkwk, jelas jelas jalan tunjungan sama gm tuh jauh anjai, maksa banget bilang deket tunjungan😭😭",,ga riset dlu kah nih conten creator nya wkwk jelas jelas jalan tunjungan sama gm tuh jauh anjai maksa banget bilang deket tunjungan,ga riset dlu kah nih conten creator nya wkwk jelas jelas jalan tunjungan sama gm tuh jauh anjai maksa banget bilang deket tunjungan,tidak riset dulu kah ini conten creator nya jelas jelas jalan tunjungan sama gm itu jauh anjai maksa sangat bilang dekat tunjungan,tidak riset dulu conten creator jelas jelas jalan tunjung sama jauh anja maksa sangat bilang dekat tunjung,negatif,0.9998,,negatif,0.9986
TikTok,adityamiraldi,2025-05-24 12:07:24+00:00,spill harganya dnk min,,spill harganya dnk min,spill harganya dnk min,spill harga pengelola,spill harga kelola,netral,0.9995,,netral,0.9989
TikTok,winter9394,2025-05-24 14:00:19+00:00,berapa ya kaaak,,berapa ya kaak,berapa ya kaak,berapa ya kak,berapa,netral,0.6387,,netral,0.988
TikTok,tvsatulayar,2025-05-24 15:24:38+00:00,"yang nanya harganya, katanya 4 juta",,yang nanya harganya katanya juta,yang nanya harganya katanya juta,yang bertanya harga katanya juta,tanya harga kata juta,netral,0.9992,,negatif,0.6379
TikTok,anakkostbandung,2025-05-24 15:27:02+00:00,murah gasih,,murah gasih,murah gasih,murah tidak,murah tidak,negatif,0.9997,,negatif,0.9987
TikTok,mbiw687,2025-05-24 15:57:26+00:00,Pasar minggu tp lokasi di lenteng agung😅,,Pasar minggu tp lokasi di lenteng agung,pasar minggu tp lokasi di lenteng agung,pasar minggu tetapi lokasi di lenteng agung,pasar minggu lokasi lenteng agung,netral,0.9992,,netral,0.9986
TikTok,mrskylisnobody,2025-05-24 17:00:03+00:00,"Mahal, kontrakan saya persis kaya gt lebih lebar dan luas 2,4 di jatinegara, kosongaan sih tapi",,Mahal kontrakan saya persis kaya gt lebih lebar dan luas di jatinegara kosongaan sih tapi,mahal kontrakan saya persis kaya gt lebih lebar dan luas di jatinegara kosongaan sih tapi,mahal kontrakan saya persis seperti begitu lebih lebar dan luas di jatinegara kosongaan tetapi,mahal kontra persis lebih lebar luas jatinegara kosongaan,negatif,0.9998,,negatif,0.9982
TikTok,dokidokidokido,2025-05-24 17:10:28+00:00,"4,85 perbulan, diskon jd 4,35 menurut website Cove, lokasi di jl. Kebagusan dalam 1. Depan taman dadap merah.",,perbulan diskon jd menurut website Cove lokasi di jl Kebagusan dalam Depan taman dadap merah,perbulan diskon jd menurut website cove lokasi di jl kebagusan dalam depan taman dadap merah,perbulan diskon jadi menurut website cove lokasi di jl kebagusan dalam depan taman dadap merah,bulan diskon jadi website lokasi bagus depan taman dadap merah,netral,0.9994,,netral,0.9989
TikTok,anakkostbandung,2025-05-24 17:11:25+00:00,jatinegara jaktim gasih mas? ini jaksel dan fully furnished estetik 😔,,jatinegara jaktim gasih mas ini jaksel dan fully furnished estetik,jatinegara jaktim gasih mas ini jaksel dan fully furnished estetik,jatinegara jaktim tidak mas ini jaksel dan fully furnished estetik,jatinegara jaktim tidak mas jaksel fully furnished estetik,netral,0.8975,,netral,0.9899
TikTok,mrskylisnobody,2025-05-24 17:19:24+00:00,"Jatinegara nya otista, nyebrang dikit jaksel…",,Jatinegara nya otista nyebrang dikit jaksel,jatinegara nya otista nyebrang dikit jaksel,jatinegara nya otista nyebrang dikit jaksel,jatinegara otista nyebrang dikit jaksel,negatif,0.6899,,netral,0.9515
TikTok,wauwewau,2025-05-24 18:16:32+00:00,"mahal, kosan saya 5x lebih luas 2,2 setahun dilampung",,mahal kosan saya x lebih luas setahun dilampung,mahal kosan saya x lebih luas setahun dilampung,mahal kos saya kali lebih luas setahun dilampung,mahal kali lebih luas tahun lampung,negatif,0.9998,,negatif,0.9985
TikTok,kambingjepang,2025-05-24 20:25:12+00:00,nice info,,nice info,nice info,nice informasi,nice informasi,positif,0.9996,,positif,0.999
TikTok,sndwchgnrtn,2025-05-25 03:31:44+00:00,Tapi itu jakselnya pasar minggu,,Tapi itu jakselnya pasar minggu,tapi itu jakselnya pasar minggu,tetapi itu jakselnya pasar minggu,jakselnya pasar minggu,netral,0.9987,,netral,0.9897
TikTok,sndwchgnrtn,2025-05-25 03:32:20+00:00,Mbak masih ada yang kosong ga? Mau cpnya kalau ada,,Mbak masih ada yang kosong ga Mau cpnya kalau ada,mbak masih ada yang kosong ga mau cpnya kalau ada,mbak masih ada yang kosong tidak ingin cpnya kalau ada,mbak kosong tidak cpnya kalau,negatif,0.9995,,negatif,0.9984
TikTok,meawmiowmeong,2025-05-25 07:28:41+00:00,cat friendly ga ka?,,cat friendly ga ka,cat friendly ga ka,cat friendly tidak kak,cat friendly tidak,negatif,0.9998,,negatif,0.9989
TikTok,ginaraude,2025-05-26 00:59:23+00:00,boleh info harga sewa nya kak?,,boleh info harga sewa nya kak,boleh info harga sewa nya kak,boleh informasi harga sewa nya kak,informasi harga sewa,netral,0.9996,,netral,0.9989
TikTok,starlite280,2025-05-26 03:30:11+00:00,msh ada gak?,,msh ada gak,msh ada gak,masih ada tidak,tidak,negatif,0.9981,,negatif,0.9984
TikTok,iamstrong247,2025-05-26 16:05:22+00:00,ka dekat dengan FIB? harganya berapa? khusus puteri kan?,,ka dekat dengan FIB harganya berapa khusus puteri kan,ka dekat dengan fib harganya berapa khusus puteri kan,kak dekat dengan fib harga berapa khusus puteri kan,dekat fib harga berapa khusus puter kan,netral,0.9987,,netral,0.9989
TikTok,userrnami78959,2025-05-27 11:59:48+00:00,"Kos an ku 1,5 jt full furnis 1 menit dari stasiun manggarai jaksel",,Kos an ku jt full furnis menit dari stasiun manggarai jaksel,kos an ku jt full furnis menit dari stasiun manggarai jaksel,kos an ku juta full furnis menit dari stasiun manggarai jaksel,juta full furnis menit stasiun manggarai jaksel,netral,0.9889,,netral,0.9983
TikTok,alienvidya,2025-05-28 04:27:53+00:00,brp harga sewa nya kak.. mahalya pasti?,,brp harga sewa nya kak mahalya pasti,brp harga sewa nya kak mahalya pasti,berapa harga sewa nya kak mahalya pasti,berapa harga sewa mahalya,negatif,0.9999,,negatif,0.9988
TikTok,riado889,2025-05-28 08:56:51+00:00,1 bulan berapa ka,,bulan berapa ka,bulan berapa ka,bulan berapa kak,bulan berapa,netral,0.867,,netral,0.9951
TikTok,boken2074,2025-05-28 10:35:50+00:00,brp kq,,brp kq,brp kq,berapa,berapa,netral,0.7547,,netral,0.9961
TikTok,yanti.laras,2025-05-29 05:50:50+00:00,minta lokasinya kak,,minta lokasinya kak,minta lokasinya kak,meminta lokasi kak,minta lokasi,netral,0.9995,,netral,0.9987
TikTok,dewi_duma,2025-05-30 05:13:37+00:00,"kak minta cp nya, anakku keterimà di UI",,kak minta cp nya anakku keterim di UI,kak minta cp nya anakku keterim di ui,kak meminta cp nya anakku keterim di ui,minta anak rim,netral,0.9996,,netral,0.999
TikTok,yiuyouyou,2025-05-30 14:23:13+00:00,brp kamar kk?,,brp kamar kk,brp kamar kk,berapa kamar kakak,berapa kamar,netral,0.9989,,netral,0.997
TikTok,nliliadewi,2025-05-31 04:15:38+00:00,ini cove apa ya?,,ini cove apa ya,ini cove apa ya,ini cove apa ya,apa,negatif,0.9988,,netral,0.9842
TikTok,xoo496,2025-05-31 06:21:52+00:00,Kak ada gk apt atau apartemen yg ada mesin cuci sama waterheaterny 🥺,,Kak ada gk apt atau apartemen yg ada mesin cuci sama waterheaterny,kak ada gk apt atau apartemen yg ada mesin cuci sama waterheaterny,kak ada tidak apt atau apartemen yang ada mesin cuci sama waterheaterny,tidak apt apartemen mesin cuci sama waterheaterny,netral,0.9993,,netral,0.9982
TikTok,cicilia.ninik,2025-05-31 08:19:17+00:00,kak masih ready ngga kamarnya?,,kak masih ready ngga kamarnya,kak masih ready ngga kamarnya,kak masih ready tidak kamar,ready tidak kamar,netral,0.9995,,netral,0.9984
TikTok,masriyahaulia3,2025-06-03 08:41:35+00:00,bener kah 1 jtan,,bener kah jtan,bener kah jtan,benar kah jtan,benar jtan,negatif,0.9963,,negatif,0.9835
TikTok,wulan_susan88,2025-06-03 17:34:14+00:00,Pet friendly gak ?,,Pet friendly gak,pet friendly gak,pet friendly tidak,pet friendly tidak,negatif,0.9995,,negatif,0.9988
TikTok,verasinambela20,2025-06-03 19:41:32+00:00,yg bebas ada gak kak?,,yg bebas ada gak kak,yg bebas ada gak kak,yang bebas ada tidak kak,bebas tidak,negatif,0.9994,,negatif,0.9985
TikTok,benci_indonesia_babi,2025-06-04 03:52:35+00:00,ui depok apa salemba?,,ui depok apa salemba,ui depok apa salemba,ui depok apa salemba,depok apa salemba,negatif,0.9961,,negatif,0.9492
TikTok,anitachalin24,2025-06-04 10:40:32+00:00,Nomor yg bisa di hubungi,,Nomor yg bisa di hubungi,nomor yg bisa di hubungi,nomor yang bisa di hubungi,nomor hubung,netral,0.9997,,netral,0.9986
TikTok,ahraaraaa,2025-06-04 15:33:47+00:00,spill harga,,spill harga,spill harga,spill harga,spill harga,netral,0.9981,,netral,0.997
TikTok,mamabintangsweety,2025-06-05 07:43:28+00:00,Msh ready kk..?,,Msh ready kk,msh ready kk,masih ready kakak,ready,netral,0.9997,,netral,0.9989
TikTok,pondoklabu3333,2025-06-05 11:48:09+00:00,lampung🤪🤪🤪ini jakarta selatan,,lampung ini jakarta selatan,lampung ini jakarta selatan,lampung ini jakarta selatan,lampung jakarta selatan,netral,0.9995,,netral,0.547
TikTok,ahlian_2,2025-06-06 18:22:12+00:00,Spill harga kak,,Spill harga kak,spill harga kak,spill harga kak,spill harga,netral,0.9958,,netral,0.9964
TikTok,mamabintangsweety,2025-06-07 05:03:41+00:00,Utk yg putra ada gak kak..??,,Utk yg putra ada gak kak,utk yg putra ada gak kak,untuk yang putra ada tidak kak,putra tidak,negatif,0.9987,,negatif,0.9953
TikTok,taaam240,2025-06-08 01:35:29+00:00,Ini berapa perbulan,,Ini berapa perbulan,ini berapa perbulan,ini berapa perbulan,berapa bulan,netral,0.9992,,netral,0.9988
TikTok,meikedewiwulandari,2025-06-08 02:28:35+00:00,masih ad yg kosong kk,,masih ad yg kosong kk,masih ad yg kosong kk,masih ada yang kosong kakak,kosong,netral,0.5704,,netral,0.9775
TikTok,yvs_07,2025-06-08 12:09:57+00:00,Brp sewa/ bln nya ka,,Brp sewa bln nya ka,brp sewa bln nya ka,berapa sewa bulan nya kak,berapa sewa bulan,netral,0.9828,,netral,0.9956
TikTok,semicoloonss,2025-06-09 14:40:23+00:00,kakk ada fasilitas ac nya?,,kakk ada fasilitas ac nya,kakk ada fasilitas ac nya,kak ada fasilitas pendingin ruangan nya,fasilitas dingin ruang,netral,0.9997,,netral,0.9989
TikTok,cendolcrispy,2025-06-09 15:54:02+00:00,ini pet friendly gak?,,ini pet friendly gak,ini pet friendly gak,ini pet friendly tidak,pet friendly tidak,negatif,0.9917,,negatif,0.9984
TikTok,takumiisaann,2025-06-10 19:23:09+00:00,"nah gini loh, meskipun kecil tp bisa memanfaatkan dg baik, banyak jendelanya juga, sayang jauh 😍",,nah gini loh meskipun kecil tp bisa memanfaatkan dg baik banyak jendelanya juga sayang jauh,nah gini loh meskipun kecil tp bisa memanfaatkan dg baik banyak jendelanya juga sayang jauh,nah begini meskipun kecil tetapi bisa memanfaatkan dengan baik banyak jendelanya juga sayang jauh,nah begini meski kecil manfaat baik banyak jendela sayang jauh,positif,0.8293,,positif,0.9985
TikTok,gultik84,2025-06-11 05:02:53+00:00,Bawa bayi boleh enggak yah ?,,Bawa bayi boleh enggak yah,bawa bayi boleh enggak yah,bawa bayi boleh tidak ya,bawa bayi tidak,netral,0.9471,,netral,0.901
TikTok,araliaa._,2025-06-11 10:11:55+00:00,masih ada yang kosong ga ka,,masih ada yang kosong ga ka,masih ada yang kosong ga ka,masih ada yang kosong tidak kak,kosong tidak,negatif,0.9991,,negatif,0.9985
TikTok,putrilubis091,2025-06-11 14:29:51+00:00,Dm harga perbulan kak?,,Dm harga perbulan kak,dm harga perbulan kak,dm harga perbulan kak,harga bulan,netral,0.998,,netral,0.9988
TikTok,belviana_adrien,2025-06-11 19:46:07+00:00,"Krn buat bnyk yg comment di vt nya , kan klo udh harga nya gak akan pd comment lg cm liat doang",,Krn buat bnyk yg comment di vt nya kan klo udh harga nya gak akan pd comment lg cm liat doang,krn buat bnyk yg comment di vt nya kan klo udh harga nya gak akan pd comment lg cm liat doang,karena untuk banyak yang komentar di vt nya kan kalau sudah harga nya tidak akan pada komentar lagi cuma lihat doang,banyak komentar kan kalau harga tidak komentar cuma lihat doang,netral,0.9745,,netral,0.9982
TikTok,syauqina_2014,2025-06-12 01:54:46+00:00,Ada utk awal juli kak?,,Ada utk awal juli kak,ada utk awal juli kak,ada untuk awal juli kak,awal juli,netral,0.9983,,netral,0.9989
TikTok,sicantik5356,2025-06-12 01:56:10+00:00,harga berapa,,harga berapa,harga berapa,harga berapa,harga berapa,netral,0.6557,,netral,0.9975
TikTok,whitedogsandcatsfamily,2025-06-12 07:23:45+00:00,Pet friendly nggak?,,Pet friendly nggak,pet friendly nggak,pet friendly tidak,pet friendly tidak,negatif,0.9995,,negatif,0.9988
TikTok,sssyyy.5,2025-06-12 08:52:24+00:00,kak bisa sharing gak?,,kak bisa sharing gak,kak bisa sharing gak,kak bisa sharing tidak,sharing tidak,netral,0.9881,,netral,0.9987
TikTok,matchachiwz,2025-06-12 11:42:29+00:00,cove 103 masih ga min?🤩,,cove masih ga min,cove masih ga min,cove masih tidak pengelola,tidak kelola,netral,0.8175,,negatif,0.9568
TikTok,jhulelah,2025-06-12 15:19:28+00:00,bales yaa🥺,,bales yaa,bales yaa,balas ya,balas,netral,0.8121,,netral,0.9979
TikTok,junlatuconsina,2025-06-12 17:23:15+00:00,bisa mingguan gak,,bisa mingguan gak,bisa mingguan gak,bisa mingguan tidak,minggu tidak,negatif,0.98,,negatif,0.9958
TikTok,fjkt29,2025-06-12 21:24:25+00:00,ui jakarta apa depok kak?,,ui jakarta apa depok kak,ui jakarta apa depok kak,ui jakarta apa depok kak,jakarta apa depok,negatif,0.9561,,negatif,0.9971
TikTok,nonakatika,2025-06-13 08:23:37+00:00,yg dkt kriminologi kak,,yg dkt kriminologi kak,yg dkt kriminologi kak,yang dkt kriminologi kak,dkt kriminologi,netral,0.9996,,netral,0.9986
TikTok,mr_hoobs,2025-06-14 01:46:39+00:00,apakah alam sutra sudah ada?,,apakah alam sutra sudah ada,apakah alam sutra sudah ada,apakah alam sutra sudah ada,alam sutra,netral,0.999,,netral,0.9978
TikTok,fanprast,2025-06-14 12:00:45+00:00,kak boleh dm ngga harganya berapa?,,kak boleh dm ngga harganya berapa,kak boleh dm ngga harganya berapa,kak boleh dm tidak harga berapa,tidak harga berapa,negatif,0.9977,,negatif,0.9983
TikTok,gabbbarchive,2025-06-15 13:16:36+00:00,ini pet friendly gak yaaa,,ini pet friendly gak yaa,ini pet friendly gak yaa,ini pet friendly tidak ya,pet friendly tidak,negatif,0.9928,,negatif,0.9958
TikTok,hariati0447,2025-06-15 15:36:51+00:00,yg dkt rs harkit ada?,,yg dkt rs harkit ada,yg dkt rs harkit ada,yang dkt rs harkit ada,dkt harkit,netral,0.9997,,netral,0.9985
TikTok,ifa1262,2025-06-17 00:12:19+00:00,"ada yang 800 an gak kak? utk putra, krn kakaknya ngekost , adeknya br keterima 🙄",,ada yang an gak kak utk putra krn kakaknya ngekost adeknya br keterima,ada yang an gak kak utk putra krn kakaknya ngekost adeknya br keterima,ada yang an tidak kak untuk putra karena kakaknya kos adeknya baru keterima,tidak putra kakak adeknya baru terima,negatif,0.9777,,negatif,0.9977
TikTok,wiwien.winarti.mi,2025-06-17 05:24:24+00:00,Dekat ui vokasi gak,,Dekat ui vokasi gak,dekat ui vokasi gak,dekat ui vokasi tidak,dekat vokasi tidak,netral,0.5361,,netral,0.9964
TikTok,arief15310,2025-06-17 05:28:58+00:00,brp hargany per bulan,,brp hargany per bulan,brp hargany per bulan,berapa hargany per bulan,berapa hargany per bulan,netral,0.9995,,netral,0.9982
TikTok,hannneycmb,2025-06-17 06:42:25+00:00,spil harga kaak,,spil harga kaak,spil harga kaak,spil harga kak,spil harga,netral,0.9955,,netral,0.9984
